3.1, 0.5629, 0.4912, 0.5332, 0.5305, 0.5248, 0.6196, 0.5262, 0.5975, 0.7572, 0.5958
3.2, 0.5461, 0.5198, 0.5133, 0.553, 0.5046, 0.6415, 0.5037, 0.62, 0.7383, 0.6191
3.3, 0.5272, 0.5434, 0.4918, 0.5738, 0.4828, 0.6617, 0.4812, 0.6387, 0.7176, 0.6408
3.4, 0.5063, 0.5639, 0.4686, 0.5929, 0.4595, 0.68, 0.4587, 0.6575, 0.6953, 0.6608
3.5, 0.4833, 0.5832, 0.444, 0.61, 0.4349, 0.6963, 0.4363, 0.6725, 0.6714, 0.6789
3.6, 0.4576, 0.601, 0.418, 0.6251, 0.409, 0.7107, 0.41, 0.6875, 0.6461, 0.695
3.7, 0.4315, 0.617, 0.391, 0.6381, 0.3822, 0.7229, 0.3838, 0.6987, 0.6196, 0.7091
3.8, 0.4019, 0.6303, 0.363, 0.6489, 0.3545, 0.7329, 0.3538, 0.71, 0.5921, 0.7211
3.9, 0.3723, 0.6404, 0.3343, 0.6574, 0.3262, 0.7406, 0.3275, 0.7175, 0.5637, 0.7308
4.0, 0.3442, 0.6465, 0.3049, 0.6636, 0.2974, 0.746, 0.2975, 0.725, 0.5346, 0.7381
4.0, 0.3442, 0.6465, 0.2763, 0.6244, 0.283, 0.7597, 0.2975, 0.725, 0.6052, 0.7422
4.1, 0.3153, 0.6464, 0.2463, 0.623, 0.2533, 0.758, 0.2675, 0.7212, 0.5752, 0.7419
4.2, 0.2872, 0.644, 0.2166, 0.6191, 0.2238, 0.754, 0.2375, 0.7175, 0.5453, 0.7392
4.3, 0.2592, 0.638, 0.1872, 0.6129, 0.1949, 0.7476, 0.2075, 0.71, 0.5158, 0.7342
4.4, 0.23, 0.627, 0.1585, 0.6044, 0.1666, 0.739, 0.1812, 0.7025, 0.4867, 0.7268
4.5, 0.2063, 0.6147, 0.1305, 0.5936, 0.1391, 0.7281, 0.1512, 0.6912, 0.4583, 0.7171
4.6, 0.1791, 0.5974, 0.1035, 0.5806, 0.1126, 0.7151, 0.125, 0.68, 0.4308, 0.7052
4.7, 0.1548, 0.5812, 0.07755, 0.5654, 0.08727, 0.7, 0.09875, 0.665, 0.4043, 0.6911
4.8, 0.1346, 0.565, 0.05293, 0.5483, 0.06329, 0.683, 0.07625, 0.6462, 0.3791, 0.6749
4.9, 0.1112, 0.5424, 0.02977, 0.5292, 0.04077, 0.6642, 0.05375, 0.6275, 0.3552, 0.6568
5.0, 0.0896, 0.5201, 0.008195, 0.5084, 0.01988, 0.6437, 0.03125, 0.605, 0.3328, 0.6368
5.0, 0.0896, 0.5201, 0.01304, 0.5114, 0.02362, 0.6472, 0.03125, 0.605, 0.3356, 0.6348
5.1, 0.06806, 0.4979, -0.006567, 0.4887, 0.004135, 0.6248, 0.0125, 0.5825, 0.3153, 0.6128
5.2, 0.05307, 0.473, -0.02429, 0.4645, -0.01346, 0.6009, -0.00625, 0.56, 0.2967, 0.5893
5.3, 0.03574, 0.446, -0.04003, 0.4389, -0.02907, 0.5757, -0.02125, 0.5337, 0.2801, 0.5643
5.4, 0.02136, 0.419, -0.05368, 0.4122, -0.04258, 0.5494, -0.0325, 0.5075, 0.2655, 0.5381
5.5, 0.01317, 0.3969, -0.06514, 0.3845, -0.05393, 0.5221, -0.04375, 0.4812, 0.253, 0.5108
5.6, 0.005654, 0.3642, -0.07436, 0.356, -0.06305, 0.4941, -0.055, 0.4512, 0.2428, 0.4826
5.7, 0.0009838, 0.3349, -0.08126, 0.3268, -0.06989, 0.4655, -0.0625, 0.425, 0.2349, 0.4537
5.8, 0.001158, 0.3092, -0.08581, 0.2971, -0.07442, 0.4365, -0.06625, 0.395, 0.2293, 0.4242
5.9, 0.00467, 0.2817, -0.08798, 0.2672, -0.07661, 0.4073, -0.06625, 0.365, 0.2261, 0.3944
6.0, 0.01057, 0.2528, -0.08774, 0.2372, -0.07645, 0.378, -0.06625, 0.335, 0.2253, 0.3644
6.0, 0.01057, 0.2528, -0.07044, 0.2268, -0.09356, 0.4021, -0.06625, 0.335, 0.2476, 0.3846
6.1, 0.01783, 0.2243, -0.06334, 0.1976, -0.08635, 0.3733, -0.05875, 0.305, 0.2537, 0.3552
6.2, 0.02818, 0.1934, -0.05392, 0.1691, -0.07687, 0.3452, -0.05125, 0.2788, 0.262, 0.3264
6.3, 0.04186, 0.1649, -0.04227, 0.1415, -0.06521, 0.318, -0.04, 0.2525, 0.2727, 0.2984
6.4, 0.05731, 0.1389, -0.02844, 0.1149, -0.05143, 0.2918, -0.025, 0.2263, 0.2856, 0.2713
6.5, 0.07597, 0.1145, -0.01252, 0.08944, -0.03564, 0.2669, -0.01, 0.2, 0.3005, 0.2453
6.6, 0.0963, 0.09375, 0.005371, 0.06537, -0.01793, 0.2434, 0.00875, 0.1775, 0.3175, 0.2206
6.7, 0.1178, 0.0686, 0.02513, 0.04279, 0.001557, 0.2214, 0.0275, 0.155, 0.3365, 0.1974
6.8, 0.1428, 0.04961, 0.04663, 0.02187, 0.0227, 0.2011, 0.05, 0.1325, 0.3572, 0.1757
6.9, 0.1675, 0.03346, 0.06974, 0.002738, 0.04537, 0.1825, 0.0725, 0.1138, 0.3796, 0.1557
7.0, 0.1939, 0.01893, 0.0943, -0.01449, 0.0694, 0.1659, 0.095, 0.09875, 0.4035, 0.1376
7.0, 0.1939, 0.01893, 0.1357, 0.02062, 0.03963, 0.2237, 0.095, 0.09875, 0.4933, 0.1977
